route,weather,hour,day_of_week,delay_minutes
Route 9 (CBD-Karen),sunny,9.0,Friday,15.0
Route 58 (CBD-Westlands),heavy_rain,9.0,Monday,41.2
Route 111 (CBD-Rongai),heavy_rain,15.0,Wednesday,46.7
Route 33 (CBD-Umoja),light_rain,6.0,Thursday,11.0
Route 33 (CBD-Umoja),light_rain,16.0,Monday,10.9
Route 111 (CBD-Rongai),cloudy,17.0,Thursday,32.7
Route 58 (CBD-Westlands),light_rain,10.0,Friday,17.5
Route 33 (CBD-Umoja),sunny,5.0,Tuesday,7.7
Route 58 (CBD-Westlands),sunny,5.0,Thursday,20.4
Route 9 (CBD-Karen),light_rain,7.0,Monday,25.0
Route 46 (CBD-Kikuyu),,6.0,Friday,12.6
Route 111 (CBD-Rongai),heavy_rain,8.0,Wednesday,50.6
Route 46 (CBD-Kikuyu),light_rain,9.0,Monday,35.4
Route 46 (CBD-Kikuyu),sunny,20.0,Friday,13.3
Route 9 (CBD-Karen),cloudy,20.0,Sunday,5.4
Route 111 (CBD-Rongai),heavy_rain,12.0,Sunday,44.5
Route 58 (CBD-Westlands),heavy_rain,9.0,Saturday,40.5
Route 33 (CBD-Umoja),cloudy,8.0,Thursday,17.2
Route 9 (CBD-Karen),light_rain,12.0,Saturday,4.5
Route 46 (CBD-Kikuyu),light_rain,11.0,Thursday,26.4
Route 9 (CBD-Karen),sunny,6.0,Monday,7.3
Route 111 (CBD-Rongai),heavy_rain,17.0,Sunday,52.4
Route 9 (CBD-Karen),heavy_rain,15.0,Sunday,
Route 58 (CBD-Westlands),light_rain,18.0,Monday,32.8
Route 58 (CBD-Westlands),cloudy,21.0,Friday,9.6
Route 58 (CBD-Westlands),,6.0,Sunday,27.7
Route 46 (CBD-Kikuyu),light_rain,15.0,Monday,22.5
Route 58 (CBD-Westlands),cloudy,9.0,Wednesday,20.6
Route 9 (CBD-Karen),heavy_rain,21.0,Friday,22.4
Route 33 (CBD-Umoja),heavy_rain,22.0,Wednesday,21.9
Route 9 (CBD-Karen),sunny,18.0,Friday,20.4
Route 111 (CBD-Rongai),heavy_rain,12.0,Wednesday,45.5
Route 33 (CBD-Umoja),cloudy,13.0,Thursday,17.5
Route 111 (CBD-Rongai),cloudy,17.0,Monday,25.3
Route 9 (CBD-Karen),heavy_rain,5.0,Friday,30.5
Route 9 (CBD-Karen),sunny,20.0,Friday,10.4
Route 33 (CBD-Umoja),cloudy,17.0,Friday,16.0
Route 33 (CBD-Umoja),heavy_rain,7.0,Wednesday,
Route 58 (CBD-Westlands),light_rain,10.0,Saturday,14.4
Route 111 (CBD-Rongai),cloudy,10.0,Wednesday,25.3
Route 46 (CBD-Kikuyu),sunny,7.0,Tuesday,
Route 58 (CBD-Westlands),sunny,13.0,Tuesday,18.0
Route 46 (CBD-Kikuyu),heavy_rain,21.0,Monday,27.8
Route 9 (CBD-Karen),sunny,16.0,Tuesday,10.0
Route 33 (CBD-Umoja),sunny,7.0,Tuesday,13.0
Route 46 (CBD-Kikuyu),cloudy,,Sunday,14.3
Route 111 (CBD-Rongai),sunny,21.0,Sunday,17.5
Route 111 (CBD-Rongai),sunny,12.0,Sunday,12.3
Route 111 (CBD-Rongai),heavy_rain,15.0,Saturday,
Route 58 (CBD-Westlands),sunny,16.0,Monday,12.8
Route 111 (CBD-Rongai),sunny,15.0,Sunday,15.7
Route 46 (CBD-Kikuyu),sunny,9.0,Thursday,25.6
Route 9 (CBD-Karen),sunny,6.0,Sunday,10.9
Route 111 (CBD-Rongai),light_rain,6.0,Sunday,20.5
Route 58 (CBD-Westlands),light_rain,17.0,Tuesday,31.9
Route 46 (CBD-Kikuyu),light_rain,7.0,Thursday,
Route 9 (CBD-Karen),light_rain,10.0,Saturday,4.9
Route 46 (CBD-Kikuyu),sunny,16.0,Monday,15.3
Route 33 (CBD-Umoja),cloudy,11.0,Friday,7.6
Route 46 (CBD-Kikuyu),sunny,22.0,Friday,13.7
Route 9 (CBD-Karen),sunny,17.0,Sunday,17.4
Route 33 (CBD-Umoja),light_rain,13.0,Saturday,6.9
Route 46 (CBD-Kikuyu),,8.0,Thursday,21.3
Route 33 (CBD-Umoja),light_rain,10.0,Friday,12.9
Route 9 (CBD-Karen),cloudy,10.0,Saturday,3.7
Route 33 (CBD-Umoja),heavy_rain,11.0,Saturday,10.9
Route 46 (CBD-Kikuyu),cloudy,18.0,Monday,29.5
Route 58 (CBD-Westlands),heavy_rain,22.0,Tuesday,24.2
Route 58 (CBD-Westlands),light_rain,16.0,Tuesday,21.9
Route 9 (CBD-Karen),light_rain,12.0,Friday,17.9
Route 46 (CBD-Kikuyu),heavy_rain,5.0,Monday,26.7
Route 58 (CBD-Westlands),cloudy,8.0,Saturday,17.7
Route 58 (CBD-Westlands),sunny,7.0,Saturday,22.8
Route 33 (CBD-Umoja),sunny,11.0,Saturday,0.1
Route 9 (CBD-Karen),cloudy,19.0,Tuesday,20.1
Route 9 (CBD-Karen),light_rain,18.0,Thursday,27.8
Route 58 (CBD-Westlands),cloudy,11.0,Thursday,17.5
Route 58 (CBD-Westlands),heavy_rain,20.0,Wednesday,27.8
Route 58 (CBD-Westlands),sunny,6.0,Saturday,5.6
Route 9 (CBD-Karen),cloudy,14.0,Wednesday,17.7
Route 46 (CBD-Kikuyu),sunny,19.0,Wednesday,31.0
Route 9 (CBD-Karen),heavy_rain,17.0,Wednesday,37.9
Route 33 (CBD-Umoja),cloudy,20.0,Thursday,9.9
Route 58 (CBD-Westlands),sunny,13.0,Saturday,4.8
Route 46 (CBD-Kikuyu),light_rain,17.0,Monday,29.1
Route 9 (CBD-Karen),light_rain,12.0,Sunday,14.1
Route 46 (CBD-Kikuyu),,20.0,Friday,18.5
Route 46 (CBD-Kikuyu),heavy_rain,15.0,Monday,39.2
Route 111 (CBD-Rongai),light_rain,13.0,Friday,31.4
Route 46 (CBD-Kikuyu),light_rain,8.0,Thursday,26.4
Route 33 (CBD-Umoja),light_rain,16.0,Thursday,17.0
Route 111 (CBD-Rongai),sunny,7.0,Monday,24.0
Route 33 (CBD-Umoja),cloudy,19.0,Thursday,18.1
Route 46 (CBD-Kikuyu),heavy_rain,9.0,Tuesday,44.6
Route 9 (CBD-Karen),sunny,18.0,Monday,28.0
Route 58 (CBD-Westlands),sunny,15.0,Tuesday,24.4
Route 46 (CBD-Kikuyu),cloudy,6.0,Thursday,19.2
Route 33 (CBD-Umoja),heavy_rain,11.0,Sunday,14.5
Route 46 (CBD-Kikuyu),cloudy,13.0,Monday,18.9
Route 111 (CBD-Rongai),cloudy,5.0,Saturday,
Route 9 (CBD-Karen),cloudy,10.0,Sunday,6.7
Route 58 (CBD-Westlands),cloudy,11.0,Tuesday,21.6
Route 46 (CBD-Kikuyu),cloudy,6.0,Monday,17.7
Route 9 (CBD-Karen),heavy_rain,9.0,Saturday,32.0
Route 33 (CBD-Umoja),cloudy,16.0,Monday,12.3
Route 33 (CBD-Umoja),sunny,10.0,Tuesday,9.7
Route 58 (CBD-Westlands),light_rain,21.0,Saturday,18.6
Route 46 (CBD-Kikuyu),light_rain,19.0,Tuesday,29.9
Route 58 (CBD-Westlands),heavy_rain,18.0,Tuesday,36.6
Route 9 (CBD-Karen),cloudy,5.0,Tuesday,7.6
Route 33 (CBD-Umoja),sunny,9.0,Monday,19.8
Route 33 (CBD-Umoja),heavy_rain,17.0,Saturday,28.3
Route 46 (CBD-Kikuyu),cloudy,22.0,Tuesday,18.6
Route 46 (CBD-Kikuyu),sunny,12.0,Friday,20.7
Route 9 (CBD-Karen),light_rain,15.0,Friday,16.0
Route 58 (CBD-Westlands),cloudy,12.0,Saturday,13.1
Route 33 (CBD-Umoja),heavy_rain,22.0,Monday,14.8
Route 9 (CBD-Karen),light_rain,5.0,Monday,14.5
Route 33 (CBD-Umoja),sunny,7.0,Wednesday,20.8
Route 33 (CBD-Umoja),sunny,11.0,Thursday,11.4
Route 46 (CBD-Kikuyu),light_rain,6.0,Sunday,
Route 58 (CBD-Westlands),light_rain,15.0,Thursday,18.9
Route 9 (CBD-Karen),light_rain,13.0,Tuesday,9.9
Route 46 (CBD-Kikuyu),heavy_rain,14.0,Thursday,32.2
Route 9 (CBD-Karen),sunny,15.0,Thursday,13.6
Route 33 (CBD-Umoja),sunny,5.0,Saturday,6.3
Route 9 (CBD-Karen),sunny,16.0,Saturday,8.0
Route 46 (CBD-Kikuyu),sunny,12.0,Thursday,14.2
Route 9 (CBD-Karen),light_rain,6.0,Wednesday,16.0
Route 33 (CBD-Umoja),sunny,20.0,Monday,5.4
Route 46 (CBD-Kikuyu),heavy_rain,16.0,Sunday,32.4
Route 46 (CBD-Kikuyu),cloudy,9.0,Monday,28.5
Route 111 (CBD-Rongai),light_rain,21.0,Monday,30.8
Route 9 (CBD-Karen),light_rain,10.0,Friday,13.9
Route 46 (CBD-Kikuyu),cloudy,17.0,Saturday,14.2
Route 9 (CBD-Karen),cloudy,9.0,Saturday,22.4
Route 9 (CBD-Karen),cloudy,21.0,Friday,10.1
Route 9 (CBD-Karen),cloudy,5.0,Tuesday,8.5
Route 46 (CBD-Kikuyu),heavy_rain,11.0,Monday,36.4
Route 33 (CBD-Umoja),heavy_rain,14.0,Saturday,13.6
Route 9 (CBD-Karen),sunny,10.0,Thursday,14.2
Route 46 (CBD-Kikuyu),cloudy,14.0,Tuesday,
Route 33 (CBD-Umoja),heavy_rain,17.0,Wednesday,31.9
Route 46 (CBD-Kikuyu),sunny,12.0,Saturday,4.5
Route 46 (CBD-Kikuyu),cloudy,13.0,Wednesday,21.6
Route 33 (CBD-Umoja),light_rain,6.0,Wednesday,13.8
Route 58 (CBD-Westlands),cloudy,11.0,Tuesday,12.9
Route 46 (CBD-Kikuyu),light_rain,15.0,Saturday,19.0
Route 33 (CBD-Umoja),sunny,8.0,Saturday,6.9
Route 33 (CBD-Umoja),sunny,11.0,Tuesday,9.6
Route 58 (CBD-Westlands),cloudy,17.0,Saturday,16.3
Route 33 (CBD-Umoja),sunny,7.0,Sunday,8.6
Route 9 (CBD-Karen),heavy_rain,8.0,Thursday,27.9
Route 46 (CBD-Kikuyu),sunny,,Tuesday,18.5
Route 46 (CBD-Kikuyu),sunny,15.0,Sunday,7.5
Route 46 (CBD-Kikuyu),sunny,12.0,Saturday,16.1
Route 9 (CBD-Karen),light_rain,8.0,Saturday,19.9
Route 58 (CBD-Westlands),heavy_rain,16.0,Friday,22.0
Route 9 (CBD-Karen),sunny,8.0,Sunday,11.5
Route 46 (CBD-Kikuyu),light_rain,12.0,Tuesday,27.3
Route 46 (CBD-Kikuyu),cloudy,18.0,Tuesday,26.2
Route 46 (CBD-Kikuyu),cloudy,7.0,Tuesday,24.6
Route 33 (CBD-Umoja),light_rain,6.0,Saturday,9.4
Route 46 (CBD-Kikuyu),heavy_rain,,Sunday,31.6
Route 58 (CBD-Westlands),heavy_rain,17.0,Thursday,43.3
Route 33 (CBD-Umoja),sunny,,Thursday,23.8
Route 58 (CBD-Westlands),sunny,21.0,Tuesday,10.6
Route 33 (CBD-Umoja),heavy_rain,9.0,Saturday,19.9
Route 33 (CBD-Umoja),cloudy,11.0,Wednesday,7.9
Route 46 (CBD-Kikuyu),cloudy,18.0,Friday,27.8
Route 46 (CBD-Kikuyu),cloudy,11.0,Friday,12.9
Route 33 (CBD-Umoja),,14.0,Friday,5.8
Route 58 (CBD-Westlands),light_rain,14.0,Tuesday,20.6
Route 46 (CBD-Kikuyu),cloudy,18.0,Monday,26.6
Route 33 (CBD-Umoja),sunny,8.0,Saturday,
Route 33 (CBD-Umoja),light_rain,7.0,Sunday,15.8
Route 111 (CBD-Rongai),light_rain,10.0,Thursday,27.9
Route 111 (CBD-Rongai),heavy_rain,14.0,Sunday,35.5
Route 111 (CBD-Rongai),sunny,21.0,Wednesday,21.6
Route 46 (CBD-Kikuyu),cloudy,9.0,Wednesday,30.9
Route 9 (CBD-Karen),cloudy,10.0,Tuesday,4.6
Route 58 (CBD-Westlands),light_rain,9.0,Sunday,21.5
Route 33 (CBD-Umoja),heavy_rain,5.0,Friday,13.2
Route 111 (CBD-Rongai),sunny,19.0,Tuesday,25.4
Route 58 (CBD-Westlands),cloudy,15.0,Saturday,10.1
Route 46 (CBD-Kikuyu),,22.0,Sunday,7.0
Route 33 (CBD-Umoja),light_rain,18.0,Saturday,15.1
Route 46 (CBD-Kikuyu),heavy_rain,15.0,Monday,29.6
Route 46 (CBD-Kikuyu),light_rain,22.0,Saturday,19.2
Route 46 (CBD-Kikuyu),heavy_rain,17.0,Wednesday,43.9
Route 33 (CBD-Umoja),heavy_rain,18.0,Monday,26.3
Route 58 (CBD-Westlands),light_rain,15.0,Sunday,15.9
Route 111 (CBD-Rongai),cloudy,12.0,Friday,19.4
Route 33 (CBD-Umoja),sunny,,Thursday,6.9
Route 46 (CBD-Kikuyu),heavy_rain,17.0,Thursday,50.3
Route 111 (CBD-Rongai),cloudy,7.0,Monday,37.0
Route 33 (CBD-Umoja),sunny,7.0,Thursday,12.8
Route 9 (CBD-Karen),sunny,15.0,Monday,13.3
Route 46 (CBD-Kikuyu),cloudy,19.0,Saturday,26.0
Route 58 (CBD-Westlands),light_rain,13.0,Monday,14.6
Route 111 (CBD-Rongai),cloudy,6.0,Saturday,20.9
Route 111 (CBD-Rongai),,9.0,Wednesday,37.8
Route 111 (CBD-Rongai),heavy_rain,17.0,Monday,48.7
Route 33 (CBD-Umoja),light_rain,5.0,Thursday,9.1
Route 58 (CBD-Westlands),cloudy,11.0,Thursday,18.5
Route 9 (CBD-Karen),light_rain,10.0,Tuesday,17.1
Route 46 (CBD-Kikuyu),sunny,19.0,Monday,26.2
Route 33 (CBD-Umoja),sunny,10.0,Monday,9.4
Route 46 (CBD-Kikuyu),light_rain,9.0,Thursday,34.0
Route 33 (CBD-Umoja),cloudy,11.0,Thursday,4.3
Route 9 (CBD-Karen),sunny,10.0,Sunday,10.2
Route 9 (CBD-Karen),sunny,8.0,Thursday,24.7
Route 58 (CBD-Westlands),light_rain,8.0,Thursday,28.3
Route 111 (CBD-Rongai),heavy_rain,21.0,Tuesday,43.0
Route 33 (CBD-Umoja),heavy_rain,22.0,Sunday,9.1
Route 111 (CBD-Rongai),cloudy,22.0,Wednesday,23.7
Route 46 (CBD-Kikuyu),heavy_rain,12.0,Sunday,31.9
Route 46 (CBD-Kikuyu),cloudy,8.0,Sunday,22.6
Route 111 (CBD-Rongai),sunny,15.0,Tuesday,22.5
Route 111 (CBD-Rongai),heavy_rain,17.0,Saturday,47.9
Route 33 (CBD-Umoja),heavy_rain,20.0,Tuesday,21.5
Route 33 (CBD-Umoja),light_rain,5.0,Thursday,8.7
Route 58 (CBD-Westlands),cloudy,16.0,Wednesday,14.3
Route 9 (CBD-Karen),sunny,15.0,Friday,9.3
Route 111 (CBD-Rongai),cloudy,7.0,Friday,32.5
Route 46 (CBD-Kikuyu),cloudy,15.0,Friday,15.3
Route 33 (CBD-Umoja),light_rain,12.0,Thursday,12.3
Route 33 (CBD-Umoja),cloudy,9.0,Monday,22.9
Route 58 (CBD-Westlands),heavy_rain,13.0,Friday,27.1
Route 46 (CBD-Kikuyu),light_rain,21.0,Friday,16.0
Route 111 (CBD-Rongai),heavy_rain,6.0,Saturday,46.2
Route 58 (CBD-Westlands),heavy_rain,19.0,Thursday,44.3
Route 58 (CBD-Westlands),sunny,19.0,Wednesday,16.8
Route 111 (CBD-Rongai),heavy_rain,22.0,Thursday,46.0
Route 111 (CBD-Rongai),heavy_rain,9.0,Sunday,47.2
Route 111 (CBD-Rongai),sunny,,Wednesday,19.1
Route 58 (CBD-Westlands),light_rain,,Saturday,16.4
Route 9 (CBD-Karen),heavy_rain,17.0,Saturday,29.1
Route 33 (CBD-Umoja),sunny,10.0,Wednesday,4.9
Route 9 (CBD-Karen),light_rain,13.0,Tuesday,13.2
Route 58 (CBD-Westlands),cloudy,16.0,Sunday,6.7
Route 58 (CBD-Westlands),light_rain,17.0,Sunday,21.9
Route 46 (CBD-Kikuyu),sunny,15.0,Thursday,13.7
Route 9 (CBD-Karen),cloudy,22.0,Sunday,5.1
Route 9 (CBD-Karen),heavy_rain,10.0,Friday,26.7
Route 58 (CBD-Westlands),light_rain,21.0,Friday,25.1
Route 46 (CBD-Kikuyu),sunny,22.0,Saturday,7.7
Route 111 (CBD-Rongai),light_rain,,Sunday,35.8
Route 111 (CBD-Rongai),,13.0,Tuesday,30.8
Route 46 (CBD-Kikuyu),sunny,8.0,Thursday,25.9
Route 9 (CBD-Karen),,13.0,Sunday,8.3
Route 9 (CBD-Karen),sunny,15.0,Wednesday,13.0
Route 33 (CBD-Umoja),cloudy,10.0,Wednesday,11.5
Route 46 (CBD-Kikuyu),sunny,12.0,Sunday,5.0
Route 46 (CBD-Kikuyu),light_rain,9.0,Saturday,31.9
Route 33 (CBD-Umoja),sunny,16.0,Tuesday,11.5
Route 33 (CBD-Umoja),heavy_rain,22.0,Monday,16.1
Route 33 (CBD-Umoja),light_rain,16.0,Tuesday,13.0
Route 9 (CBD-Karen),heavy_rain,10.0,Tuesday,26.7
Route 111 (CBD-Rongai),heavy_rain,6.0,Wednesday,42.4
Route 111 (CBD-Rongai),heavy_rain,13.0,Wednesday,47.5
Route 46 (CBD-Kikuyu),light_rain,13.0,Friday,31.9
Route 9 (CBD-Karen),light_rain,14.0,Tuesday,12.9
Route 33 (CBD-Umoja),,18.0,Wednesday,
Route 33 (CBD-Umoja),sunny,9.0,Sunday,15.2
Route 58 (CBD-Westlands),sunny,12.0,Tuesday,14.9
Route 33 (CBD-Umoja),light_rain,15.0,Monday,11.9
Route 46 (CBD-Kikuyu),cloudy,18.0,Friday,32.6
Route 9 (CBD-Karen),heavy_rain,17.0,Friday,28.6
Route 58 (CBD-Westlands),heavy_rain,19.0,Saturday,37.6
Route 111 (CBD-Rongai),cloudy,5.0,Tuesday,19.2
Route 58 (CBD-Westlands),light_rain,14.0,Tuesday,26.1
Route 58 (CBD-Westlands),sunny,9.0,Tuesday,30.0
Route 33 (CBD-Umoja),light_rain,,Monday,19.7
Route 58 (CBD-Westlands),heavy_rain,13.0,Thursday,26.6
Route 33 (CBD-Umoja),cloudy,20.0,Thursday,13.0
Route 58 (CBD-Westlands),light_rain,20.0,Thursday,17.7
Route 9 (CBD-Karen),heavy_rain,9.0,Thursday,
Route 58 (CBD-Westlands),sunny,21.0,Sunday,8.1
Route 46 (CBD-Kikuyu),cloudy,8.0,Thursday,19.1
Route 33 (CBD-Umoja),heavy_rain,10.0,Monday,19.1
Route 58 (CBD-Westlands),cloudy,5.0,Wednesday,11.6
Route 46 (CBD-Kikuyu),cloudy,18.0,Tuesday,24.8
Route 46 (CBD-Kikuyu),sunny,14.0,Tuesday,19.8
Route 9 (CBD-Karen),light_rain,12.0,Sunday,7.0
Route 46 (CBD-Kikuyu),light_rain,13.0,Thursday,25.7
Route 111 (CBD-Rongai),cloudy,10.0,Sunday,
Route 9 (CBD-Karen),light_rain,13.0,Friday,14.9
Route 33 (CBD-Umoja),cloudy,19.0,Friday,22.8
Route 58 (CBD-Westlands),cloudy,19.0,Monday,25.8
Route 46 (CBD-Kikuyu),heavy_rain,21.0,Thursday,35.9
Route 9 (CBD-Karen),cloudy,22.0,Friday,15.9
Route 33 (CBD-Umoja),cloudy,16.0,Thursday,8.3
Route 58 (CBD-Westlands),cloudy,6.0,Monday,12.0
Route 111 (CBD-Rongai),heavy_rain,16.0,Saturday,34.9
Route 9 (CBD-Karen),light_rain,10.0,Tuesday,12.7
Route 33 (CBD-Umoja),cloudy,5.0,Wednesday,21.4
Route 33 (CBD-Umoja),light_rain,8.0,Thursday,27.8
Route 58 (CBD-Westlands),sunny,5.0,Sunday,2.6
Route 46 (CBD-Kikuyu),light_rain,5.0,Monday,17.1
Route 46 (CBD-Kikuyu),cloudy,6.0,Friday,18.7
Route 111 (CBD-Rongai),sunny,11.0,Saturday,16.2
Route 58 (CBD-Westlands),heavy_rain,6.0,Saturday,27.0
Route 33 (CBD-Umoja),heavy_rain,18.0,Thursday,28.2
Route 33 (CBD-Umoja),sunny,8.0,Thursday,17.5
Route 33 (CBD-Umoja),sunny,19.0,Tuesday,19.3
Route 111 (CBD-Rongai),cloudy,11.0,Friday,21.9
Route 58 (CBD-Westlands),heavy_rain,,Wednesday,29.9
Route 9 (CBD-Karen),sunny,9.0,Sunday,15.1
Route 33 (CBD-Umoja),heavy_rain,21.0,Tuesday,15.8
Route 9 (CBD-Karen),cloudy,9.0,Friday,22.7
Route 46 (CBD-Kikuyu),cloudy,16.0,Wednesday,28.7
Route 33 (CBD-Umoja),cloudy,16.0,Tuesday,11.1
Route 33 (CBD-Umoja),cloudy,19.0,Monday,18.3
Route 46 (CBD-Kikuyu),light_rain,22.0,Wednesday,26.1
Route 33 (CBD-Umoja),light_rain,,Saturday,20.7
Route 33 (CBD-Umoja),heavy_rain,8.0,Wednesday,30.9
Route 9 (CBD-Karen),sunny,10.0,Friday,12.4
Route 33 (CBD-Umoja),heavy_rain,18.0,Sunday,33.4
Route 9 (CBD-Karen),sunny,15.0,Wednesday,5.5
Route 33 (CBD-Umoja),cloudy,14.0,Monday,11.5
Route 111 (CBD-Rongai),heavy_rain,19.0,Wednesday,49.5
Route 9 (CBD-Karen),heavy_rain,16.0,Wednesday,26.2
Route 9 (CBD-Karen),heavy_rain,8.0,Tuesday,30.3
Route 33 (CBD-Umoja),sunny,22.0,Monday,6.3
Route 33 (CBD-Umoja),cloudy,5.0,Sunday,4.4
Route 33 (CBD-Umoja),heavy_rain,17.0,Wednesday,33.1
Route 46 (CBD-Kikuyu),sunny,22.0,Monday,17.7
Route 111 (CBD-Rongai),,9.0,Friday,23.0
Route 33 (CBD-Umoja),heavy_rain,7.0,Tuesday,29.4
Route 33 (CBD-Umoja),heavy_rain,12.0,Wednesday,16.4
Route 9 (CBD-Karen),light_rain,20.0,Wednesday,11.0
Route 58 (CBD-Westlands),sunny,5.0,Friday,11.1
Route 9 (CBD-Karen),heavy_rain,18.0,Saturday,
Route 33 (CBD-Umoja),sunny,15.0,Tuesday,17.7
Route 46 (CBD-Kikuyu),heavy_rain,10.0,Sunday,31.3
Route 111 (CBD-Rongai),heavy_rain,18.0,Sunday,43.7
Route 58 (CBD-Westlands),,20.0,Monday,12.1
Route 111 (CBD-Rongai),sunny,,Wednesday,22.1
Route 33 (CBD-Umoja),sunny,19.0,Friday,26.4
Route 33 (CBD-Umoja),sunny,13.0,Friday,1.7
Route 46 (CBD-Kikuyu),light_rain,5.0,Wednesday,14.9
Route 58 (CBD-Westlands),sunny,13.0,Friday,19.5
Route 46 (CBD-Kikuyu),heavy_rain,17.0,Sunday,41.2
Route 33 (CBD-Umoja),cloudy,19.0,Friday,16.1
Route 46 (CBD-Kikuyu),light_rain,8.0,Thursday,34.5
Route 111 (CBD-Rongai),light_rain,6.0,Thursday,18.3
Route 58 (CBD-Westlands),light_rain,18.0,Tuesday,29.2
Route 46 (CBD-Kikuyu),light_rain,,Friday,33.7
Route 9 (CBD-Karen),cloudy,18.0,Sunday,
Route 111 (CBD-Rongai),sunny,21.0,Thursday,13.9
Route 33 (CBD-Umoja),heavy_rain,6.0,Sunday,
Route 9 (CBD-Karen),sunny,22.0,Sunday,2.3
Route 46 (CBD-Kikuyu),heavy_rain,9.0,Monday,
Route 46 (CBD-Kikuyu),light_rain,21.0,Monday,18.8
Route 111 (CBD-Rongai),light_rain,14.0,Friday,27.2
Route 9 (CBD-Karen),cloudy,19.0,Friday,18.0
Route 33 (CBD-Umoja),,13.0,Friday,10.6
Route 33 (CBD-Umoja),cloudy,11.0,Thursday,13.0
Route 33 (CBD-Umoja),cloudy,21.0,Thursday,8.7
Route 46 (CBD-Kikuyu),heavy_rain,22.0,Friday,33.8
Route 111 (CBD-Rongai),sunny,13.0,Monday,12.2
Route 33 (CBD-Umoja),heavy_rain,8.0,Wednesday,28.0
Route 58 (CBD-Westlands),cloudy,20.0,Wednesday,14.2
Route 58 (CBD-Westlands),light_rain,17.0,Wednesday,39.7
Route 111 (CBD-Rongai),,14.0,Saturday,13.2
Route 9 (CBD-Karen),heavy_rain,17.0,Friday,39.9
Route 33 (CBD-Umoja),light_rain,19.0,Friday,
Route 46 (CBD-Kikuyu),light_rain,8.0,Thursday,33.5
Route 58 (CBD-Westlands),heavy_rain,,Friday,35.8
Route 58 (CBD-Westlands),light_rain,22.0,Thursday,20.7
Route 111 (CBD-Rongai),cloudy,13.0,Thursday,23.2
Route 111 (CBD-Rongai),sunny,18.0,Monday,27.8
Route 58 (CBD-Westlands),sunny,12.0,Wednesday,16.9
Route 58 (CBD-Westlands),cloudy,18.0,Monday,28.8
Route 33 (CBD-Umoja),,10.0,Tuesday,10.3
Route 33 (CBD-Umoja),heavy_rain,,Sunday,9.9
Route 9 (CBD-Karen),light_rain,20.0,Tuesday,15.2
Route 33 (CBD-Umoja),,14.0,Wednesday,6.4
Route 33 (CBD-Umoja),heavy_rain,20.0,Saturday,14.9
Route 46 (CBD-Kikuyu),sunny,22.0,Friday,18.9
Route 111 (CBD-Rongai),cloudy,8.0,Wednesday,29.8
Route 33 (CBD-Umoja),cloudy,15.0,Friday,9.4
Route 9 (CBD-Karen),heavy_rain,22.0,Friday,24.2
Route 111 (CBD-Rongai),heavy_rain,14.0,Friday,46.6
Route 33 (CBD-Umoja),light_rain,15.0,Friday,3.8
Route 33 (CBD-Umoja),sunny,9.0,Saturday,11.6
Route 111 (CBD-Rongai),light_rain,12.0,Saturday,25.6
Route 33 (CBD-Umoja),sunny,20.0,Monday,12.8
Route 46 (CBD-Kikuyu),heavy_rain,11.0,Thursday,31.6
Route 58 (CBD-Westlands),sunny,21.0,Friday,4.5
Route 111 (CBD-Rongai),sunny,6.0,Monday,20.5
Route 58 (CBD-Westlands),light_rain,21.0,Friday,16.7
Route 111 (CBD-Rongai),light_rain,22.0,Friday,24.0
Route 111 (CBD-Rongai),light_rain,10.0,Monday,26.3
Route 9 (CBD-Karen),heavy_rain,,Wednesday,33.3
Route 9 (CBD-Karen),light_rain,12.0,Tuesday,
Route 58 (CBD-Westlands),cloudy,16.0,Wednesday,5.6
Route 58 (CBD-Westlands),heavy_rain,15.0,Saturday,28.4
Route 46 (CBD-Kikuyu),,12.0,Monday,27.5
Route 58 (CBD-Westlands),sunny,10.0,Tuesday,14.6
Route 111 (CBD-Rongai),heavy_rain,20.0,Wednesday,38.6
Route 111 (CBD-Rongai),sunny,8.0,Monday,27.2
Route 9 (CBD-Karen),light_rain,22.0,Sunday,12.0
Route 46 (CBD-Kikuyu),sunny,8.0,Thursday,26.4
Route 111 (CBD-Rongai),cloudy,11.0,Sunday,20.3
Route 9 (CBD-Karen),heavy_rain,5.0,Sunday,17.1
Route 9 (CBD-Karen),cloudy,18.0,Monday,22.3
Route 58 (CBD-Westlands),light_rain,12.0,Saturday,17.0
Route 9 (CBD-Karen),heavy_rain,22.0,Monday,29.8
Route 58 (CBD-Westlands),light_rain,13.0,Friday,22.0
Route 58 (CBD-Westlands),light_rain,13.0,Wednesday,22.4
Route 33 (CBD-Umoja),heavy_rain,13.0,Wednesday,19.5
Route 58 (CBD-Westlands),cloudy,7.0,Monday,30.0
Route 111 (CBD-Rongai),light_rain,22.0,Friday,30.4
Route 46 (CBD-Kikuyu),sunny,19.0,Thursday,20.6
Route 9 (CBD-Karen),,20.0,Tuesday,17.6
Route 111 (CBD-Rongai),cloudy,,Thursday,34.4
Route 33 (CBD-Umoja),,12.0,Sunday,13.4
Route 33 (CBD-Umoja),heavy_rain,12.0,Wednesday,17.3
Route 46 (CBD-Kikuyu),cloudy,15.0,Sunday,
Route 33 (CBD-Umoja),sunny,17.0,Thursday,19.9
Route 111 (CBD-Rongai),light_rain,10.0,Wednesday,29.6
